what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342785431078
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342785432028
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342785436312
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342785439707
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342785442262
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342785446848
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1342785449281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342785450079
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342785453540
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342785454516
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342785460444
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342785461331
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342785470859
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342785525673
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342785911728
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342785914824
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342785920695
executed,command,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.edit.text.java.toggle.comment",1342785926651
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342785926808
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342785927306
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342785936010
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342785936422
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342785936998
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342785938394
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342785947834
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342785951639
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342785956802
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1342785957374
