what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1342767315772
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342767336431
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767336775
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767362942
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1342767366070
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1342767371787
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1342767373612
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767374583
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1342767374630
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767434791
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767438359
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767596030
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1342767597671
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1342767598697
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1342767601983
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342767605909
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342767606666
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767607686
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767617856
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342767619658
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342767620603
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767627024
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767630365
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767631856
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767633190
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767646469
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767655772
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1342767657187
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1342767662593
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767663555
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1342767663599
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767666750
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767668890
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1342767668922
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767674760
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767676201
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767699545
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342767706860
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342767707397
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767707720
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767780377
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1342767783396
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767786628
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767798423
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342767800124
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342767807066
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767807395
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767816172
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767818338
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767848043
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342767854073
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767854593
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767875148
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1342767876927
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.add.block.comment",1342767882114
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342767882308
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767882815
