what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342773701195
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342773702004
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342773703110
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342773708047
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342773708420
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342773710053
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342773717298
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342773718116
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342773719469
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342773727911
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342773728676
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342773729877
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1342773739459
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1342773740457
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342773745757
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1342773752223
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1342773753502
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342773759911
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342773760525
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342773761035
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342773763166
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342773767148
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342773767890
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342773768826
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342773770228
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342773770608
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342773771416
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342773772693
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342773773040
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342773773826
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342773774514
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342773774689
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342773775040
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342773775440
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342773779260
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342773779687
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342773780706
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342773784260
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342773784621
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342773785529
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342773788096
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342773788825
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342773789364
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342773797108
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342773799759
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342773801888
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342773824288
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342773826621
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342773838871
opened,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1342773839200
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1342773839279
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.openLocalFile",1342773839280
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342773841446
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1342773841471
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342773844811
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342773847304
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342773848246
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342773849582
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1342773853519
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1342773854183
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1342773855330
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1342773868320
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1342773869114
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342773873833
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342773874481
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342773875561
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1342773880938
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342773882124
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342773882374
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342773883137
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342773897694
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342773903497
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342773904267
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342773905576
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1342773910421
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1342773917424
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342773924552
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342773925269
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342773928768
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342773929355
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342773930357
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342773930687
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342773931354
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342773931897
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342773932557
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342773932904
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342773934050
