what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342760014212
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342760023689
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342760024426
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342760024814
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342760025430
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342760026130
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342760026510
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342760031104
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342760040662
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342760048571
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342760048962
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342760049426
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342760054391
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342760060616
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342760063351
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342760064119
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342760068504
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342760077015
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342760077887
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342760079300
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342760085110
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342760085522
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342760087138
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342760094590
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342760099774
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342760100189
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342760101779
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342760109997
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342760110399
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342760115690
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342760147652
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342760148778
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342760150460
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342760154399
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342760154797
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342760155925
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342760161700
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342760162069
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342760171891
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342760179267
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342760185848
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342760189202
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342760189561
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342760192138
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342760192736
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342760193163
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1342760195860
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342760197617
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342760198354
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342760198831
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342760207183
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342760211074
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342760213307
