what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342757891474
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342757898022
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1342757899959
closed,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1342757899959
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342757906226
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342757906834
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342757909303
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342757910483
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342757911109
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342757986522
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342757987625
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342757988142
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342757989370
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342757989692
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342757991686
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342757995042
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342757995343
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342757997095
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342758032779
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342758046783
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342758081626
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342758088213
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342758088562
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342758089036
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342758092828
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342758093259
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342758093666
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342758138797
