what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342794846300
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342794847687
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342794849353
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342794854098
executed,command,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.edit.text.java.toggle.comment",1342794859379
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342794860030
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342794862415
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342794865559
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342794866892
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342794868742
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342794872078
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342794872483
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342794877135
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342794888419
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342794890788
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342794906048
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342794910701
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342794915291
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342794916827
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342794918323
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342794922499
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342794930027
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1342794931171
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342794931983
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342794932195
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342794932597
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342795539336
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342795553903
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342795665505
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342795672498
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342795685523
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1342795685563
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342795690130
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342795697244
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342796612794
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342796612872
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342796614568
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342796631086
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342796632028
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1342796632071
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1342796637297
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1342796645850
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1342796663444
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1342796664286
executed,command,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.edit.text.java.toggle.comment",1342796788314
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342796788529
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342796789457
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342796789562
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342796792695
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342796796571
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342796817154
opened,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1342796817227
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1342796817280
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.openLocalFile",1342796817282
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1342796822967
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1342796823814
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1342796824771
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1342796825820
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342796830529
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342796831997
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342796834565
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342796838429
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342796843906
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342796846452
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342796848493
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1342796853053
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1342796854031
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1342796860069
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1342796861486
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1342796873364
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1342796877560
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1342796879089
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342796881959
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342796882427
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342796886821
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342796921539
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342796928971
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342796932635
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342796934798
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342796937082
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342796938019
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342796939015
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342796939399
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342796940100
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342796997020
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342797007447
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342797161284
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342797672824
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342797683193
