what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775362860
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775365540
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775368251
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775373707
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775374954
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775380162
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775382565
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775384946
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775387656
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775388859
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342775389185
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342775390640
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342775392743
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342775395263
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775396274
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775405892
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342775414423
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775415106
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775416974
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775418404
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775420121
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775420639
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775427700
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342775428883
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342775430118
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775431588
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775434069
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1342775440963
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775441697
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775447178
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775448349
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775452922
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342775459973
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342775462989
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775463500
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775467686
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342775484212
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775485619
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775487814
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342775498647
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775500526
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775524211
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342775525041
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342775525657
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342775530136
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342775536072
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1342775538449
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342775541280
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342775541801
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342775545752
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342775551568
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775552558
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775557196
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342775562375
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342775563167
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1342775574023
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342775581319
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342775581911
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775582682
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775585622
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342775590694
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775591513
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775609411
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342775614054
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775614937
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775618341
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775628278
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775665385
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342775672829
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342775673659
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1342775678711
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342775679116
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342775681560
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342775684619
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775685697
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775694118
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775703774
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775710408
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.openLocalFile",1342775710410
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342775712554
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775713052
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775716786
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775718084
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775719642
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775722138
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775733848
opened,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1342775733953
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1342775733975
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.openLocalFile",1342775733976
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1342775740442
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1342775741362
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342775743598
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342775744665
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342775749369
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342775750169
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775751018
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775753601
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342775757097
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775757936
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775760379
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775766256
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775871522
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342775877874
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342775878354
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342775881449
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342775885145
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1342775887112
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342775888055
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342775888376
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342775890585
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342775899415
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775900583
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775907088
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775912140
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775925288
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342775929271
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775931385
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775936893
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1342775940047
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342775940352
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775940778
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775942576
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342775943012
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342775943594
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342775950070
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775950961
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775952460
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342775954693
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775955005
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775957776
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342775968277
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342775970429
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775971089
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775972043
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775978992
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342776012529
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342776016627
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342776017095
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1342776018487
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.format.document",1342776019128
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342776019723
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342776036334
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342776038950
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342776048924
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1342776050301
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342776052117
