what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342754185850
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754186208
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754192393
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342754195489
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754195837
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754198622
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342754209737
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754210183
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754212261
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754216195
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754247856
executed,command,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.edit.text.java.toggle.comment",1342754251918
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342754252703
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342754253997
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342754255791
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754256500
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754341157
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342754343270
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342754346015
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754346356
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754358930
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342754361174
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754361708
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754364575
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1342754367075
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342754367390
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342754368978
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342754369230
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754369618
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754370674
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342754372744
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342754373114
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342754373480
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342754373854
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754374175
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754375742
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754376413
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754426005
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754426604
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1342754426632
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1342754429485
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1342754431357
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754433159
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754434502
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754435873
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754436197
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1342754436227
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1342754437629
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754439550
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342754439891
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342754442364
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754442664
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754444011
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342754445171
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754445564
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754448213
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342754450267
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754450685
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754453071
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342754455659
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754455999
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754458015
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754462556
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754504845
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1342754507998
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342754508193
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342754510118
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342754510465
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754510930
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754516215
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754517166
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754519834
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342754523640
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1342754532416
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342754532688
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342754565417
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342754565893
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754566992
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754569156
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342754572868
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342754574804
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342754576620
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754577086
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754578288
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342754580124
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754580532
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754581310
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342754583267
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342754583772
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1342754585508
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342754585860
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342754586476
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342754586972
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754587256
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754588191
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342754589867
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342754590672
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342754591025
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342754591583
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342754591903
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342754592190
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342754592496
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342754592790
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342754593088
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342754593451
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342754593863
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342754595073
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342754595704
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342754596178
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342754596647
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342754597235
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754597657
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754598910
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1342754599875
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342754600915
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342754601147
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754601461
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754602850
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1342754604529
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342754607016
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342754607643
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754607994
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754610165
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1342754611984
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342754613472
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342754613755
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754614146
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754615656
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342754616583
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342754616904
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342754617530
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342754617955
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754618387
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754619739
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1342754621980
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754622354
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754831230
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754835036
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754840597
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342754843199
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754843626
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754845902
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1342754853100
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342754853407
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754853787
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754855567
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342754857227
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342754857655
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342754866678
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754867007
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754871774
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342754874110
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754874449
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754876485
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754879651
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754880234
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342754881829
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754882117
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754902017
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342754904679
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342754904989
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754905364
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754910048
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754915104
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754915850
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342754917593
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342755048216
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342755054162
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342755105094
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342755112964
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342755118220
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342755119628
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342755120260
